developer,cluster,archetype,dbscan_outlier,commits,prs_opened,prs_merged,reviews_given,issues_opened,issues_closed,active_hours
9EOR9,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
AMRUTH-ASHOK,0,Silent Stalker,False,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Aakcht,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Abhigyan-Shekhar,0,Silent Stalker,False,0.0,0.0,0.0,1.5,0.0,0.0,1.5
Abhiii47,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
AbhishekChaudharii,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Abhishekmishra2808,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Aditi102005,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Ajay9704,0,Silent Stalker,False,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,1.0
Alok-kumar-priyadarshi,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
AngersZhuuuu,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Anjums4266,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Ankurdeewan,0,Silent Stalker,False,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Argh4k,0,Silent Stalker,False,0.0,0.0,0.0,1.5,0.0,0.0,1.25
ArthurSens,0,Silent Stalker,False,0.42857142857142855,0.0,0.0,0.5714285714285714,0.0,0.0,1.0
Arunodoy18,0,Silent Stalker,False,0.0,1.1111111111111112,0.0,0.2222222222222222,0.0,0.0,1.3333333333333333
AutomationDev85,0,Silent Stalker,False,0.0,0.5,0.0,0.5,0.0,0.0,1.0
AutuSnow,0,Silent Stalker,False,0.0,0.6363636363636364,0.0,0.9090909090909091,0.0,0.0,1.2727272727272727
AveryQi115,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
BasPH,0,Silent Stalker,False,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
BenTheElder,0,Silent Stalker,False,0.0,0.25,0.0,1.5,0.25,0.0,1.375
Blooming-Tree,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.8,0.0,1.2
BruinGrowly,0,Silent Stalker,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bucky789,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
CLBRITTON2,0,Silent Stalker,False,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,1.0
Caesarsage,0,Silent Stalker,False,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Chais,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Choraden,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Chunxia202410,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Copilot,0,Silent Stalker,False,0.0,0.0625,0.0,1.875,0.0,0.0,1.125
Crowiant,0,Silent Stalker,False,0.0,0.0,0.0,3.0,0.0,0.0,1.0
DEVMANISHOFFL,0,Silent Stalker,False,0.0,0.5,0.0,0.5,0.0,0.0,1.0
DamianSawicki,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DarshanCode2005,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
DataCerealz,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Dev-iL,0,Silent Stalker,False,0.0,0.3333333333333333,0.0,1.1666666666666667,0.08333333333333333,0.0,1.5
Devguru-codes,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
DjVinnii,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Fokko,0,Silent Stalker,False,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Fury0508,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
GaneshPatil7517,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Goend,0,Silent Stalker,False,0.0,0.3333333333333333,0.0,1.3333333333333333,0.0,0.0,1.0
Gourav2580,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
HARDIK-WEB-OSS,0,Silent Stalker,False,0.0,0.5,0.0,0.5,0.0,0.0,1.0
HarshalNeelkamal,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
HeartSaVioR,0,Silent Stalker,False,0.6666666666666666,0.16666666666666666,0.0,1.1666666666666667,0.0,0.0,1.3333333333333333
Hesara2003,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Himadryy,0,Silent Stalker,False,0.0,2.0,0.0,0.0,0.0,0.0,1.0
HirazawaUi,0,Silent Stalker,False,0.0,0.14285714285714285,0.0,1.1428571428571428,0.07142857142857142,0.0,1.2857142857142858
HyukjinKwon,0,Silent Stalker,False,1.2916666666666667,0.08333333333333333,0.0,2.4583333333333335,0.0,0.0,2.2083333333333335
HyunWooZZ,0,Silent Stalker,False,0.0,1.0,0.0,2.0,0.0,0.0,2.0
IBUMBLEBEE,0,Silent Stalker,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ignoramuss,0,Silent Stalker,False,0.0,1.0,0.0,0.5,0.0,0.0,1.0
JaeguKim,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Jasminekaur2005,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Jeevankumar-s,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Jefftree,0,Silent Stalker,False,0.0,0.2,0.0,1.4,0.0,0.0,1.4
Jgprog117,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Jkhall81,0,Silent Stalker,False,0.0,0.5,0.0,0.5,0.0,0.0,1.0
JoelSpeed,0,Silent Stalker,False,0.0,0.0,0.0,3.0,0.0,0.0,2.0
Jpsassine,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
KL-2300032590,0,Silent Stalker,False,0.0,0.5,0.0,0.5,0.0,0.0,1.0
Kamran-imaz,0,Silent Stalker,False,0.0,0.25,0.0,0.75,0.0,0.0,1.0
KamranImaaz,0,Silent Stalker,False,0.0,0.4,0.0,0.8,0.2,0.0,1.2
Karthik-K-N,0,Silent Stalker,False,0.0,0.0,0.0,1.25,0.0,0.0,1.0
Karthik016996148,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
KevinTMtz,0,Silent Stalker,False,0.0,0.0,0.0,1.5,0.0,0.0,1.5
Kevinjoeharris,0,Silent Stalker,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0
KimTaehee,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
KnightGOKU,0,Silent Stalker,False,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0
KunWuLuan,0,Silent Stalker,False,0.0,0.2,0.0,1.4,0.2,0.0,1.2
KyeongJooni,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
KyungHwanKim-devs,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Lee-W,0,Silent Stalker,False,0.5833333333333334,0.3333333333333333,0.0,1.1666666666666667,0.125,0.3333333333333333,1.8333333333333333
LiSsHhUuAaIi,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
LinzerToertchen,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
LoginovIlia,0,Silent Stalker,False,0.0,0.25,0.0,0.75,0.25,0.0,1.25
Lohith625,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
LuciferYang,0,Silent Stalker,False,0.5882352941176471,0.6470588235294118,0.0,1.1176470588235294,0.0,0.0,1.9411764705882353
MERT-CKR,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
MadLittleMods,0,Silent Stalker,False,0.0,1.0,0.0,1.0,0.0,0.0,2.0
MaksYermak,0,Silent Stalker,False,0.0,0.25,0.0,0.75,0.0,0.0,1.0
ManthanNimodiya,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MikeZappa87,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Miretpl,0,Silent Stalker,False,0.0,0.75,0.0,1.0,0.0,0.0,1.375
MohammedMutee,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MohammedSaalif,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
MonkeyCanCode,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
NAM-MAN,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NahumLitvin,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Nataneljpwd,0,Silent Stalker,False,0.0,0.3333333333333333,0.0,1.5,0.0,0.0,1.3333333333333333
Naveed8951,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
NewSmoke38,0,Silent Stalker,False,0.0,2.0,0.0,0.0,0.0,0.0,2.0
Nexucis,0,Silent Stalker,False,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,1.0
Ngone51,0,Silent Stalker,False,0.375,0.25,0.0,0.5,0.0,0.0,1.125
Okabe-Junya,0,Silent Stalker,False,0.0,0.5,0.0,0.0,0.5,0.0,1.0
OscarCarPu,0,Silent Stalker,False,0.0,1.0,0.0,0.0,0.0,0.0,1.0
OscarLigthart,0,Silent Stalker,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Overdarejieun,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
PM-Santos,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Peac36,0,Silent Stalker,False,0.0,0.0,0.0,2.0,0.0,0.0,1.0
Pedro-Sant0s,0,Silent Stalker,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Pei-Cheng-Yu,0,Silent Stalker,False,0.0,0.5,0.0,0.5,0.0,0.0,1.0
